regime,tokenizer,model,mode,domain,split,embedding_dim,fit_strategy,num_seeds,num_problems,solved_rate_mean,solved_rate_std,exec_rate_mean,exec_rate_std,avg_plan_len_mean,avg_plan_len_std
all_domains,graphbpe,lstm,state,gripper,validation,123,pooled,3,2,1.0,0.0,1.0,0.0,39.0,0.0
all_domains,graphbpe,lstm,state,gripper,test-interpolation,123,pooled,3,3,1.0,0.0,1.0,0.0,21.0,0.0
all_domains,graphbpe,lstm,state,gripper,test-extrapolation,123,pooled,3,16,1.0,0.0,1.0,0.0,109.0,0.0
all_domains,graphbpe,lstm,state,logistics,validation,123,pooled,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,graphbpe,lstm,state,logistics,test-interpolation,123,pooled,3,9,0.1111111111111111,0.0,1.0,0.0,124.66666666666667,0.0
all_domains,graphbpe,lstm,state,logistics,test-extrapolation,123,pooled,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,graphbpe,lstm,state,visitall-from-everywhere,validation,123,pooled,3,24,0.5416666666666666,0.0,1.0,0.0,101.58333333333333,0.0
all_domains,graphbpe,lstm,state,visitall-from-everywhere,test-interpolation,123,pooled,3,37,0.7567567567567568,0.0,1.0,0.0,21.0,0.0
all_domains,graphbpe,lstm,state,visitall-from-everywhere,test-extrapolation,123,pooled,3,219,0.0958904109589041,0.0,1.0,0.0,460.56164383561645,0.0
all_domains,graphbpe,lstm,delta,blocks,validation,123,pooled,3,3,0.0,0.0,1.0,0.0,80.66666666666667,13.738294680954429
all_domains,graphbpe,lstm,delta,blocks,test-interpolation,123,pooled,3,3,0.5555555555555556,0.41573970964154905,1.0,0.0,26.444444444444443,14.609315479016534
all_domains,graphbpe,lstm,delta,blocks,test-extrapolation,123,pooled,3,20,0.0,0.0,1.0,0.0,112.63333333333334,16.578366090246114
all_domains,graphbpe,lstm,delta,gripper,validation,123,pooled,3,2,1.0,0.0,1.0,0.0,41.0,2.8284271247461903
all_domains,graphbpe,lstm,delta,gripper,test-interpolation,123,pooled,3,3,1.0,0.0,1.0,0.0,21.0,0.0
all_domains,graphbpe,lstm,delta,gripper,test-extrapolation,123,pooled,3,16,0.8541666666666666,0.07795119555779044,1.0,0.0,182.97916666666666,40.60628842583649
all_domains,graphbpe,lstm,delta,logistics,validation,123,pooled,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,graphbpe,lstm,delta,logistics,test-interpolation,123,pooled,3,9,0.1111111111111111,0.0,1.0,0.0,124.66666666666667,0.0
all_domains,graphbpe,lstm,delta,logistics,test-extrapolation,123,pooled,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,graphbpe,lstm,delta,visitall-from-everywhere,validation,123,pooled,3,24,0.5416666666666666,0.0,1.0,0.0,101.58333333333333,0.0
all_domains,graphbpe,lstm,delta,visitall-from-everywhere,test-interpolation,123,pooled,3,37,0.7567567567567568,0.0,1.0,0.0,21.0,0.0
all_domains,graphbpe,lstm,delta,visitall-from-everywhere,test-extrapolation,123,pooled,3,219,0.0958904109589041,0.0,1.0,0.0,460.56164383561645,0.0
all_domains,graphbpe,xgboost,state,blocks,validation,123,pooled,3,3,0.0,0.0,1.0,0.0,67.77777777777777,6.892472186342584
all_domains,graphbpe,xgboost,state,blocks,test-interpolation,123,pooled,3,3,0.7777777777777778,0.15713484026367724,1.0,0.0,19.333333333333332,5.65685424949238
all_domains,graphbpe,xgboost,state,blocks,test-extrapolation,123,pooled,3,20,0.0,0.0,1.0,0.0,108.86666666666666,0.8339997335464501
all_domains,graphbpe,xgboost,state,gripper,validation,123,pooled,3,2,1.0,0.0,1.0,0.0,37.0,0.0
all_domains,graphbpe,xgboost,state,gripper,test-interpolation,123,pooled,3,3,1.0,0.0,1.0,0.0,19.0,0.0
all_domains,graphbpe,xgboost,state,gripper,test-extrapolation,123,pooled,3,16,1.0,0.0,1.0,0.0,107.0,0.0
all_domains,graphbpe,xgboost,state,logistics,validation,123,pooled,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,graphbpe,xgboost,state,logistics,test-interpolation,123,pooled,3,9,0.2222222222222222,0.0,1.0,0.0,117.11111111111111,0.0
all_domains,graphbpe,xgboost,state,logistics,test-extrapolation,123,pooled,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,graphbpe,xgboost,state,visitall-from-everywhere,validation,123,pooled,3,24,0.5416666666666666,0.0,1.0,0.0,101.58333333333333,0.0
all_domains,graphbpe,xgboost,state,visitall-from-everywhere,test-interpolation,123,pooled,3,37,0.7567567567567568,0.0,1.0,0.0,21.0,0.0
all_domains,graphbpe,xgboost,state,visitall-from-everywhere,test-extrapolation,123,pooled,3,219,0.0958904109589041,0.0,1.0,0.0,460.56164383561645,0.0
all_domains,graphbpe,xgboost,delta,blocks,validation,123,pooled,3,3,0.0,0.0,1.0,0.0,84.22222222222221,6.7183184257026545
all_domains,graphbpe,xgboost,delta,blocks,test-interpolation,123,pooled,3,3,1.0,0.0,1.0,0.0,17.11111111111111,0.6285393610547083
all_domains,graphbpe,xgboost,delta,blocks,test-extrapolation,123,pooled,3,20,0.0,0.0,1.0,0.0,103.6,1.8055470085267749
all_domains,graphbpe,xgboost,delta,gripper,validation,123,pooled,3,2,1.0,0.0,1.0,0.0,37.0,0.0
all_domains,graphbpe,xgboost,delta,gripper,test-interpolation,123,pooled,3,3,1.0,0.0,1.0,0.0,19.0,0.0
all_domains,graphbpe,xgboost,delta,gripper,test-extrapolation,123,pooled,3,16,1.0,0.0,1.0,0.0,107.0,0.0
all_domains,graphbpe,xgboost,delta,logistics,validation,123,pooled,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,graphbpe,xgboost,delta,logistics,test-interpolation,123,pooled,3,9,0.2222222222222222,0.0,1.0,0.0,117.11111111111111,0.0
all_domains,graphbpe,xgboost,delta,logistics,test-extrapolation,123,pooled,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,graphbpe,xgboost,delta,visitall-from-everywhere,validation,123,pooled,3,24,0.5416666666666666,0.0,1.0,0.0,101.58333333333333,0.0
all_domains,graphbpe,xgboost,delta,visitall-from-everywhere,test-interpolation,123,pooled,3,37,0.7567567567567568,0.0,1.0,0.0,21.0,0.0
all_domains,graphbpe,xgboost,delta,visitall-from-everywhere,test-extrapolation,123,pooled,3,219,0.0958904109589041,0.0,1.0,0.0,460.56164383561645,0.0
all_domains,random,lstm,state,blocks,validation,128,pooled,3,3,0.0,0.0,1.0,0.0,79.77777777777779,11.344221349422416
all_domains,random,lstm,state,blocks,test-interpolation,128,pooled,3,3,0.0,0.0,1.0,0.0,71.55555555555556,14.77067498478566
all_domains,random,lstm,state,blocks,test-extrapolation,128,pooled,3,20,0.0,0.0,1.0,0.0,122.4,1.2832251036613456
all_domains,random,lstm,state,gripper,validation,128,pooled,3,2,0.0,0.0,1.0,0.0,135.0,0.0
all_domains,random,lstm,state,gripper,test-interpolation,128,pooled,3,3,0.3333333333333333,0.0,1.0,0.0,77.44444444444444,4.399775527382967
all_domains,random,lstm,state,gripper,test-extrapolation,128,pooled,3,16,0.0,0.0,1.0,0.0,308.5,2.1213203435596424
all_domains,random,lstm,state,logistics,validation,128,pooled,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,random,lstm,state,logistics,test-interpolation,128,pooled,3,9,0.18518518518518517,0.05237828008789241,1.0,0.0,119.0,1.6948238797996384
all_domains,random,lstm,state,logistics,test-extrapolation,128,pooled,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,random,lstm,state,visitall-from-everywhere,validation,128,pooled,3,24,0.4583333333333333,0.03402069087198858,1.0,0.0,102.59722222222221,3.3901978346439763
all_domains,random,lstm,state,visitall-from-everywhere,test-interpolation,128,pooled,3,37,0.7837837837837838,0.02206747516020881,1.0,0.0,22.55855855855856,0.6024595854883068
all_domains,random,lstm,state,visitall-from-everywhere,test-extrapolation,128,pooled,3,219,0.045662100456621,0.032502521315163804,1.0,0.0,349.03957382039573,29.79639895251134
all_domains,random,lstm,delta,blocks,validation,128,pooled,3,3,0.0,0.0,1.0,0.0,64.66666666666667,11.813363431112897
all_domains,random,lstm,delta,blocks,test-interpolation,128,pooled,3,3,0.0,0.0,1.0,0.0,18.0,2.8803291992923827
all_domains,random,lstm,delta,blocks,test-extrapolation,128,pooled,3,20,0.0,0.0,1.0,0.0,117.83333333333333,5.758664968742512
all_domains,random,lstm,delta,gripper,validation,128,pooled,3,2,0.6666666666666666,0.4714045207910317,1.0,0.0,82.33333333333333,37.276742823851386
all_domains,random,lstm,delta,gripper,test-interpolation,128,pooled,3,3,0.4444444444444444,0.15713484026367722,1.0,0.0,45.55555555555556,25.051551786537704
all_domains,random,lstm,delta,gripper,test-extrapolation,128,pooled,3,16,0.3541666666666667,0.28105703256733416,1.0,0.0,240.6875,59.53576918542331
all_domains,random,lstm,delta,logistics,validation,128,pooled,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,random,lstm,delta,logistics,test-interpolation,128,pooled,3,9,0.18518518518518517,0.13857990321384966,1.0,0.0,119.37037037037037,12.384888353699745
all_domains,random,lstm,delta,logistics,test-extrapolation,128,pooled,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,random,lstm,delta,visitall-from-everywhere,validation,128,pooled,3,24,0.5138888888888888,0.0392837100659193,1.0,0.0,108.01388888888889,7.034663951716545
all_domains,random,lstm,delta,visitall-from-everywhere,test-interpolation,128,pooled,3,37,0.7027027027027027,0.0,1.0,0.0,25.18018018018018,0.8708501602590687
all_domains,random,lstm,delta,visitall-from-everywhere,test-extrapolation,128,pooled,3,219,0.1613394216133942,0.14159342136447772,1.0,0.0,332.23896499238964,70.37489776666345
all_domains,random,xgboost,state,blocks,validation,128,pooled,3,3,0.0,0.0,1.0,0.0,100.0,0.0
all_domains,random,xgboost,state,blocks,test-interpolation,128,pooled,3,3,0.0,0.0,1.0,0.0,26.666666666666668,0.0
all_domains,random,xgboost,state,blocks,test-extrapolation,128,pooled,3,20,0.0,0.0,1.0,0.0,125.0,0.0
all_domains,random,xgboost,state,gripper,validation,128,pooled,3,2,1.0,0.0,1.0,0.0,44.0,0.0
all_domains,random,xgboost,state,gripper,test-interpolation,128,pooled,3,3,0.6666666666666666,0.0,1.0,0.0,46.0,0.0
all_domains,random,xgboost,state,gripper,test-extrapolation,128,pooled,3,16,0.875,0.0,1.0,0.0,136.125,0.0
all_domains,random,xgboost,state,logistics,validation,128,pooled,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,random,xgboost,state,logistics,test-interpolation,128,pooled,3,9,0.1111111111111111,0.0,1.0,0.0,117.22222222222223,0.0
all_domains,random,xgboost,state,logistics,test-extrapolation,128,pooled,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,random,xgboost,state,visitall-from-everywhere,validation,128,pooled,3,24,0.75,0.0,1.0,0.0,34.458333333333336,0.0
all_domains,random,xgboost,state,visitall-from-everywhere,test-interpolation,128,pooled,3,37,1.0,0.0,1.0,0.0,10.756756756756756,0.0
all_domains,random,xgboost,state,visitall-from-everywhere,test-extrapolation,128,pooled,3,219,0.8127853881278538,0.0,1.0,0.0,99.25114155251141,0.0
all_domains,random,xgboost,delta,blocks,validation,128,pooled,3,3,0.0,0.0,1.0,0.0,100.0,0.0
all_domains,random,xgboost,delta,blocks,test-interpolation,128,pooled,3,3,0.0,0.0,1.0,0.0,30.0,0.0
all_domains,random,xgboost,delta,blocks,test-extrapolation,128,pooled,3,20,0.0,0.0,1.0,0.0,125.0,0.0
all_domains,random,xgboost,delta,gripper,validation,128,pooled,3,2,0.0,0.0,1.0,0.0,135.0,0.0
all_domains,random,xgboost,delta,gripper,test-interpolation,128,pooled,3,3,0.3333333333333333,0.0,1.0,0.0,73.66666666666667,0.0
all_domains,random,xgboost,delta,gripper,test-extrapolation,128,pooled,3,16,0.0,0.0,1.0,0.0,310.0,0.0
all_domains,random,xgboost,delta,logistics,validation,128,pooled,3,4,0.0,0.0,1.0,0.0,150.0,0.0
all_domains,random,xgboost,delta,logistics,test-interpolation,128,pooled,3,9,0.0,0.0,1.0,0.0,123.0,0.0
all_domains,random,xgboost,delta,logistics,test-extrapolation,128,pooled,3,18,0.0,0.0,1.0,0.0,293.3333333333333,0.0
all_domains,random,xgboost,delta,visitall-from-everywhere,validation,128,pooled,3,24,0.75,0.0,1.0,0.0,84.79166666666667,0.0
all_domains,random,xgboost,delta,visitall-from-everywhere,test-interpolation,128,pooled,3,37,0.7567567567567568,0.0,1.0,0.0,23.0,0.0
all_domains,random,xgboost,delta,visitall-from-everywhere,test-extrapolation,128,pooled,3,219,0.776255707762557,0.0,1.0,0.0,178.03196347031962,0.0
